Open time;Open;High;Low;Close;Volume
01.01.2018;1.0250859491778774;1.0327765321375186;0.952914798206278;1.0;0.6434914681614349
02.01.2018;0.9118950386061841;1.054403680790127;0.8783593444955438;1.0;1.3681731933184829
03.01.2018;0.984616787012442;1.0260095673383374;0.9484225688377165;1.0;1.0660985272974781
04.01.2018;0.9907015752141167;1.0146392253681056;0.9242008720053866;1.0;1.4163546545246402
05.01.2018;0.8879253366225659;1.0127267120626355;0.8608292615912724;1.0;1.370929036714368
06.01.2018;0.9935910166440243;1.0042964793357154;0.9379851773220408;1.0;1.0879722309413296
07.01.2018;1.0569509778000412;1.05881908578498;0.9665616720216619;1.0;0.7735667090401689
08.01.2018;1.0883278957815246;1.0952696654395826;0.8597192156504864;1.0;1.7849715492795186
09.01.2018;1.0348986111111111;1.0763888888888888;0.9729895833333333;1.0;0.9940975175694444
10.01.2018;0.9660503827373418;1.003258181174193;0.8808768176753478;1.0;1.1679678364456108
11.01.2018;1.1285027774462602;1.1306691402077835;0.8611065370071864;1.0;2.5345782429347716
12.01.2018;0.963518949403967;1.0269119163668732;0.9097518851878564;1.0;1.1948435362856358
13.01.2018;0.9676249120337791;1.0260380014074595;0.96454257565095;1.0;0.8600639358198452
14.01.2018;1.0545462371400647;1.0641566338824742;0.9327799130092119;1.0;1.2629244495914282
15.01.2018;0.9954246439974209;1.0524419254752424;0.9710382549983642;1.0;1.0821396199980353
16.01.2018;1.238532110091743;1.2424706422018348;0.8288990825688073;1.0;5.816621025229358
17.01.2018;0.9919190374918438;1.0629914667583964;0.8224690798531958;1.0;6.582325865359152
18.01.2018;1.000968803964981;1.0836391633985498;0.9519575404785819;1.0;4.42114281803362
19.01.2018;0.9551214904078265;1.0278885017664519;0.9028338175752813;1.0;2.974242693320598
20.01.2018;0.8964870147828817;1.0233641720195563;0.8916018356336045;1.0;2.247577553254156
21.01.2018;1.1101300954032958;1.1101300954032958;0.9509973980919341;1.0;3.588878874761492
22.01.2018;1.0715563589388526;1.108391689629695;0.9200923787528869;1.0;4.066208501912166
23.01.2018;0.9963765767400857;1.0555431060506446;0.9171992688333743;1.0;3.4700711120659165
24.01.2018;0.9514669175919979;1.0194264488338756;0.9251109472343148;1.0;2.392829223814294
25.01.2018;1.0156318370831308;1.0553704742704202;0.9798608892671048;1.0;1.864827801296971
26.01.2018;1.0086301740463524;1.0499594192442963;0.9298539092794661;1.0;2.98105076742718
27.01.2018;0.9650160995561744;1.0138369158471847;0.9435810634409538;1.0;1.6413513484466105
28.01.2018;0.9680158586526036;1.030644068367291;0.9602734018240817;1.0;1.4214992086667029
29.01.2018;1.0559016976268776;1.0643516131899387;0.990094213847658;1.0;1.25947716096347
30.01.2018;1.0989107702947298;1.1046064912268705;0.9670320224351429;1.0;2.4961512072759877
31.01.2018;0.994642735607821;1.0136848450671359;0.9431118802928508;1.0;1.7516559688286941
01.02.2018;1.1149740040674203;1.120383499629249;0.9486661636594641;1.0;3.638646163811233
02.02.2018;1.0396133000790033;1.042484923413986;0.9027378471615671;1.0;5.631855969719475
03.02.2018;0.9644639759303303;1.0296794768672908;0.8944604106974379;1.0;3.1222962637881038
04.02.2018;1.1240285357876356;1.144559250611804;0.9688679395123405;1.0;3.9114296421053143
05.02.2018;1.1786746090412235;1.2078979940893286;0.9546123265307299;1.0;9.135918434896881
06.02.2018;0.9068874850695361;1.029515926263764;0.7840956908786301;1.0;13.094572277428274
07.02.2018;1.0073720226345573;1.115409922358205;0.9409145940255297;1.0;7.998218252006843
08.02.2018;0.9762307907739188;1.0077055300474562;0.9727737081867723;1.0;0.19546934848574385
09.02.2018;0.8970487982385834;1.0062276022809975;0.8970487982385834;1.0;2.358717126021428
10.02.2018;1.017570934077652;1.0623155901466843;0.951490394868514;1.0;5.78645750904033
11.02.2018;1.058298238565058;1.0601596253912509;0.9581653000788701;1.0;5.583563737555618
12.02.2018;0.9057418847579467;1.0096596652813659;0.9045265640795238;1.0;4.71614629787712
13.02.2018;1.042518062272392;1.0480216395976534;0.9778803030480451;1.0;4.151684792093584
14.02.2018;0.9031935483529613;1.0041915388270253;0.9029639184803371;1.0;4.318729741195494
15.02.2018;0.9449894950945441;1.0219408025327772;0.9301416287253415;1.0;5.2427124870876165
16.02.2018;0.9843415046092611;1.016081724570324;0.9513798255508378;1.0;3.7560316038023696
17.02.2018;0.9199713756448407;1.0032175224533608;0.9103631941519356;1.0;3.7938238793247914
18.02.2018;1.0631891388491086;1.0857683828946696;0.9707774791181719;1.0;5.887975430854737
19.02.2018;0.9302438805702502;1.0086972115125976;0.9208580650945933;1.0;3.661025475746436
20.02.2018;0.9951897109094822;1.0522293118733255;0.9910365065945064;1.0;4.2990266296104185
21.02.2018;1.0725712807541963;1.0830104621752128;0.977236146240515;1.0;6.525812327929793
22.02.2018;1.0640074854449681;1.1144017351881146;0.9865416918084117;1.0;6.835174098056882
23.02.2018;0.9688590707370613;1.0300028427486219;0.9446404317819296;1.0;5.646281365980195
24.02.2018;1.045028578030246;1.0827746838158916;0.9646696944971948;1.0;4.217660954395838
25.02.2018;1.010897810218978;1.0267987486965588;0.9671324296141813;1.0;2.958656682586027
26.02.2018;0.9289035257652073;1.011654397520341;0.9056567222006974;1.0;3.3783700848508333
27.02.2018;0.976531454133961;1.028475623140796;0.9576082595959519;1.0;2.9052198802351015
28.02.2018;1.0249419953596288;1.0746836374622823;0.9974086741630482;1.0;2.9826377084390456
01.03.2018;0.9455714285714285;1.0128580586080587;0.9377289377289377;1.0;2.2978529239926737
02.03.2018;0.9895244134432467;1.014584654407102;0.9756318507111151;1.0;2.1660213869009874
03.03.2018;0.9628862364450895;1.0069362064393677;0.9607945584972019;1.0;1.8567918719383696
04.03.2018;0.9956118106817194;1.0043421623968736;0.9596196265740339;1.0;1.5020337518888407
05.03.2018;1.005325650427798;1.0223502706478087;0.9965959490134451;1.0;1.3221783711367208
06.03.2018;1.068914419660187;1.068914419660187;0.9849764101645316;1.0;2.754222689073278
