timestamp,price
2023-02-19 23:59:59.999,24271.76000000
2023-02-20 23:59:59.999,24842.20000000
2023-02-21 23:59:59.999,24452.16000000
2023-02-22 23:59:59.999,24182.21000000
2023-02-23 23:59:59.999,23940.20000000
2023-02-24 23:59:59.999,23185.29000000
2023-02-25 23:59:59.999,23157.07000000
2023-02-26 23:59:59.999,23554.85000000
2023-02-27 23:59:59.999,23492.09000000
2023-02-28 23:59:59.999,23141.57000000
2023-03-01 23:59:59.999,23628.97000000
2023-03-02 23:59:59.999,23465.32000000
2023-03-03 23:59:59.999,22354.34000000
2023-03-04 23:59:59.999,22346.57000000
2023-03-05 23:59:59.999,22430.24000000
2023-03-06 23:59:59.999,22410.00000000
2023-03-07 23:59:59.999,22197.96000000
2023-03-08 23:59:59.999,21705.44000000
2023-03-09 23:59:59.999,20362.22000000
2023-03-10 23:59:59.999,20150.69000000
2023-03-11 23:59:59.999,20455.73000000
2023-03-12 23:59:59.999,21997.11000000
2023-03-13 23:59:59.999,24113.48000000
2023-03-14 23:59:59.999,24670.41000000
2023-03-15 23:59:59.999,24285.66000000
2023-03-16 23:59:59.999,24998.78000000
2023-03-17 23:59:59.999,27395.13000000
2023-03-18 23:59:59.999,26907.49000000
2023-03-19 23:59:59.999,27972.87000000
2023-03-20 23:59:59.999,27717.01000000
2023-03-21 23:59:59.999,28105.47000000
2023-03-22 23:59:59.999,27250.97000000
2023-03-23 23:59:59.999,28295.41000000
2023-03-24 23:59:59.999,27454.47000000
2023-03-25 23:59:59.999,27462.95000000
2023-03-26 23:59:59.999,27968.05000000
2023-03-27 23:59:59.999,27124.91000000
2023-03-28 23:59:59.999,27261.07000000
2023-03-29 23:59:59.999,28348.60000000
2023-03-30 23:59:59.999,28028.53000000
2023-03-31 23:59:59.999,28465.36000000
2023-04-01 23:59:59.999,28452.73000000
2023-04-02 23:59:59.999,28171.87000000
2023-04-03 23:59:59.999,27800.00000000
2023-04-04 23:59:59.999,28165.47000000
2023-04-05 23:59:59.999,28170.01000000
2023-04-06 23:59:59.999,28033.82000000
2023-04-07 23:59:59.999,27906.33000000
2023-04-08 23:59:59.999,27938.38000000
2023-04-09 23:59:59.999,28323.76000000
2023-04-10 23:59:59.999,29637.34000000
2023-04-11 23:59:59.999,30200.42000000
2023-04-12 23:59:59.999,29888.07000000
2023-04-13 23:59:59.999,30116.42000000
