1.544227200000000000e+09;3.403570000000000164e+03;3.495000000000000000e+03;3.222000000000000000e+03;5.536594994900000165e+04;1.544313599999000000e+12;1.879098762489473522e+08;2.536500000000000000e+05;2.937174109099999987e+04;9.974877325286003947e+07;0.000000000000000000e+00
1.532217600000000000e+09;7.399250000000000000e+03;7.582399999999999636e+03;7.335500000000000000e+03;3.027021844000000056e+04;1.532303999999000000e+12;2.256192348374420702e+08;1.447110000000000000e+05;1.708675829199999862e+04;1.273905507192356437e+08;0.000000000000000000e+00
1.521244800000000000e+09;8.260000000000000000e+03;8.348620000000000800e+03;7.721989999999999782e+03;3.311020632900000055e+04;1.521331199999000000e+12;2.659731116176285148e+08;2.920410000000000000e+05;1.567725736099999995e+04;1.259877724332507253e+08;0.000000000000000000e+00
1.522022400000000000e+09;8.470139999999999418e+03;8.514889999999999418e+03;7.831000000000000000e+03;4.403359565999999904e+04;1.522108799999000000e+12;3.584297588731951714e+08;3.104620000000000000e+05;2.095725691999999981e+04;1.707234323223547637e+08;0.000000000000000000e+00
1.545350400000000000e+09;4.051860000000000127e+03;4.139989999999999782e+03;3.764000000000000000e+03;8.234385011200000008e+04;1.545436799999000000e+12;3.258032799626696110e+08;4.361870000000000000e+05;4.136588899700000184e+04;1.637306117927524149e+08;0.000000000000000000e+00
1.516147200000000000e+09;1.089998999999999978e+04;1.168098999999999978e+04;9.037940000000000509e+03;7.233179664600000251e+04;1.516233599999000000e+12;7.441541801312059164e+08;5.172930000000000000e+05;3.541279813699999795e+04;3.650472914303790927e+08;0.000000000000000000e+00
1.520467200000000000e+09;9.910000000000000000e+03;1.009900000000000000e+04;9.060000000000000000e+03;4.110947322600000189e+04;1.520553599999000000e+12;3.946412806384367347e+08;3.365140000000000000e+05;2.025745583800000168e+04;1.946087169350391924e+08;0.000000000000000000e+00
1.538179200000000000e+09;6.634579999999999927e+03;6.636000000000000000e+03;6.464569999999999709e+03;3.025595969999999943e+04;1.538265599999000000e+12;1.984243036066056788e+08;1.710270000000000000e+05;1.603703275100000064e+04;1.052271054169397950e+08;0.000000000000000000e+00
1.515369600000000000e+09;1.621885000000000036e+04;1.632229999999999927e+04;1.281200000000000000e+04;2.660060991199999989e+04;1.515455999999000000e+12;3.965699971574626565e+08;2.086420000000000000e+05;1.375684438899999986e+04;2.060495821366882324e+08;0.000000000000000000e+00
1.524528000000000000e+09;8.934000000000000000e+03;9.731010000000000218e+03;8.922000000000000000e+03;4.626879010600000038e+04;1.524614399999000000e+12;4.312100480625035167e+08;3.266080000000000000e+05;2.478471043999999893e+04;2.310618652931041718e+08;0.000000000000000000e+00
1.524787200000000000e+09;9.267030000000000655e+03;9.395000000000000000e+03;8.889000000000000000e+03;3.724134703599999921e+04;1.524873599999000000e+12;3.428056745517601371e+08;2.684710000000000000e+05;1.851760427500000151e+04;1.705036627235786915e+08;0.000000000000000000e+00
1.542758400000000000e+09;4.559909999999999854e+03;4.787199999999999818e+03;4.413850000000000364e+03;6.107182947499999864e+04;1.542844799999000000e+12;2.812644334846591949e+08;3.019200000000000000e+05;3.153861080900000161e+04;1.452705906058611274e+08;0.000000000000000000e+00
1.543104000000000000e+09;3.933679999999999836e+03;4.233000000000000000e+03;3.652659999999999854e+03;1.016939755880000012e+05;1.543190399999000000e+12;3.982535685292384028e+08;4.281710000000000000e+05;5.321217100000000210e+04;2.084686413866548538e+08;0.000000000000000000e+00
1.536796800000000000e+09;6.338619999999999891e+03;6.535000000000000000e+03;6.337399999999999636e+03;4.046506310700000176e+04;1.536883199999000000e+12;2.609851651918446422e+08;2.156370000000000000e+05;2.168530286899999919e+04;1.398975833758355677e+08;0.000000000000000000e+00
1.540857600000000000e+09;6.344500000000000000e+03;6.395000000000000000e+03;6.317010000000000218e+03;8.877175385000000460e+03;1.540943999999000000e+12;5.639343918288881332e+07;9.511600000000000000e+04;4.547135696000000280e+03;2.889214258988396823e+07;0.000000000000000000e+00
1.524268800000000000e+09;8.852120000000000800e+03;9.035000000000000000e+03;8.565000000000000000e+03;4.087222990900000150e+04;1.524355199999000000e+12;3.589159781040339470e+08;2.953740000000000000e+05;2.114584239099999832e+04;1.857532648844742477e+08;0.000000000000000000e+00
